statement,label
Email providers scan contents for advertising purposes without adequately informing users or offering opt-out choices.,1
Installing a dashcam in a car to record the driver's journey.,0
A social networking site for professionals sells data on job seeking activities to recruiters.,1
Information about your purchasing habits is collected by your doctor in order to diagnose and treat your condition.,0
Logging entries and exits in secure facilities.,0
Employers requesting social media passwords.,1
Summarizing user interactions with digital educational tools to enhance personalized learning experiences.,0
Correlating public protest footage with social media profiles to identify participants.,1
Children's apps collect data on play habits and influence both children's and parents' future purchasing decisions.,1
Parents using baby monitors to listen to or watch their child.,0
"A photo sharing app inadvertently sets private albums to public, revealing sensitive photos.",1
An advertisement features a falsely attributed endorsement from a well-known expert.,1
A public library system stores user history without adequate privacy protections.,1
Court records are placed online and in a searchable format.,0
Using a person's financial troubles as leverage to coerce them into performing actions against their will.,1
Combine usage patterns of digital platforms to design better user interfaces.,0
Summarize credit card purchases to detect fraudulent activity.,0
The identity of the witness to the crime was revealed.,1
A fitness instructor revealing a client's weight loss progress on social media for promotion.,1
Scanning barcodes on personal items to track purchases.,1
Combine data from smart appliances to troubleshoot or provide maintenance services.,0
Voice assistants storing recordings indefinitely without user permission.,1
Asking about experiences with online dating and romance.,0
Possession of personal items without consent.,1
Distributing private communique intended for a closed or specific audience.,1
Spreading false information about an individual's academic dismissals.,1
A travel booking site sharing your travel destinations with souvenir companies for targeted advertising.,1
A magazine article exposes a private individual's past involvement in a cult.,1
Inquiring about personal aspirations in career development programs.,0
Inquiring about personal superstitions or rituals.,0
"Persistent door-to-door salespeople despite a ""No Soliciting"" sign.",0
Aggregating search data to map out popular vacation destinations and seasonal trends.,0
A social media analytics tool shares hashtag trends with marketing agencies.,0
Mortgage lenders considering undisclosed factors beyond credit scores to approve or deny loans.,1
Collecting details about past disciplinary actions in an educational setting for a background check.,1
"Smart appliances collect usage data and may share it with manufacturers without clear, detailed disclosure.",1
Personal information calls from unknown charities.,1
Inquiring about a person's full travel history during a visa application process.,0
Distributing a secretly taped therapy session.,1
"Employee credentials are shared among staff, leading to unauthorized access of restricted files.",1
A public transit app shares commute patterns with local governments for infrastructure planning.,0
Combine participation records in online forums and comments to gauge public opinion.,0
Inquiring about hobbies and spending habits for personalized marketing.,1
Questioning the reasons behind personal commitments to specific causes or organizations.,0
"A company’s redundant data is not adequately purged, leading to unnecessary risk exposure.",1
Aggregate event attendance and social interactions to map social networks.,1
A financial institution fails to implement two-factor authentication for online banking services.,1
Demanding explanations for gaps in employment during a job interview.,0
A hospital disclosed a patient's AIDS status in a lawsuit over unpaid bills.,1
Requesting detailed academic records for college admissions.,0
Persistent questioning about personal life despite refusals.,1
"An insurance company does not separate networks between its branches, leading to a widespread data breach.",1
Combine live event attendance data for crowd management and event planning.,0
Demanding the explanation of personal spending habits for a financial planning service.,0
A pharmacist discusses a customer's medication with another customer.,1
A viral video channel on social media uses clips from your original videos without crediting you.,1
Aggregate purchase data to track economic indicators like inflation or consumer confidence.,0
Demanding payment in exchange for not disclosing a person's failure to pay taxes.,1
A pet care app sharing your pet's breed and care patterns with pet food and accessory companies.,1
Recording interactions with virtual assistants.,1
A university official leaks confidential applicant information during an admissions scandal.,1
"A confidential informant’s identity is revealed by law enforcement, putting the informant at risk.",1
Inquiring about a patient's sexual history during medical consultations.,0
Probing previous employment details and reasons for leaving.,0
Summarizing participation in civic and community service activities to deduce civic engagement levels.,0
"Create hidden profiles of non-users or hidden profiles of users and provide supplementary data unknown to users. Can be used to connect users who may have common non-user associations, such as two users sharing a common psychologist.",1
An airline's data breach results in the disclosure of passengers' travel plans.,1
"A newsletter features a subscriber's photo as ""reader of the month"" without seeking permission.",1
Inquiring about personal sacrifices made for career advancements in professional development workshops.,0
"Probe about loan applicants’ sensitive sources of income, such as alimony or child support.",1
"Credit bureaus calculate credit scores based on complex algorithms, without clear explanation to consumers on how to improve their scores.",0
Microphones recording in public or semi-public places without clear notification.,1
"Social media platforms create addictive features to keep users engaged longer, affecting the personal time management and social interactions of users.",0
Inaccurately describing the features or origins of an artist's work.,0
Record user activity in a mobile application.,0
Baby monitor feeds are accessible through simple internet searches.,1
A dating app sells user demographic data to matchmaking services.,1
Flight manifests are accessible to certain third-party applications.,1
A student loan management app sells data on payment habits to credit score agencies.,1
Pressing for individual feedback on products for consumer research.,0
Connected car services log trip details and vehicle habits without transparent usage policies or user controls.,1
"Merging participation details from charity runs, marathons, and other public events to assess community engagement.",0
Information about your purchasing habits is collected by an online search website in order to Offer to advertising companies who place tailored ads when you are on other sites..,0
A transportation app shares trip data with urban planners for a fee.,1
Sharing a video of someone having a panic attack in a private setting without their consent.,1
Aggregating consumer reviews from multiple platforms to deduce overall product satisfaction and quality.,0
A digital signage system in a mall displays a spreadsheet containing personal information of employees.,1
Disclosing the identity of a whistleblower in sensitive cases.,1
Aggregate warranty registrations to track product longevity and satisfaction.,0
A music video incorporates footage of you dancing at a concert without your knowledge or consent.,1
"Sending large files via email without notice, causing inbox disruption.",0
Online quizzes and games collect answers for psychographic profiling without informing participants of this secondary purpose.,1
Interviewing a suspect about their whereabouts during a criminal investigation.,0
Summarizing data from wearable tech across different devices to monitor health trends and alert for potential issues.,0
Information about The details of your physical location over time is collected by a clothing store in order to Sell to a tracking company who then combines the data with you other activities.,1
Threatening to disclose a personal vendetta behind a public figure's campaign.,1
"A payroll system administrator uses the same login credentials across multiple platforms, leading to a security breach.",0
Use of one’s image without permission for promotional material.,1
A job recommendation letter includes embellished or false statements about a candidate's skills.,0
Telemarketing calls during dinner time.,0
Police monitoring social media posts during protests.,1
Travel booking sites not presenting the criteria behind the ranking of hotels or flights to travelers.,0
Using personal trivia in security questions without the person's consent.,1
A recipe sharing platform uses dish preferences to advertise cooking classes.,0
A fitness tracker company publishes user activity logs.,1
Incorrect professional titles or roles listed on corporate websites.,0
Identifying individuals in encrypted communications through metadata analysis.,1
An airline employee discloses a passenger's travel plans to an abusive spouse.,1
Smart city technologies monitoring public movements without clear guidelines and consent mechanisms.,1
Requesting specifics of personal injuries for insurance claims.,0
A human resources software uses testimonials falsely attributed to you on their website.,1
Checking bank transaction records for suspicious activity.,0
A real estate listing includes invented accolades for a broker.,0
A beauty salon shares customer contact information and service preferences for a marketing campaign without consent.,1
Real-time location data of public transportation systems is shared online.,0
"In a futuristic society, Emily unknowingly trades her privacy for convenience as she shops at her favorite clothing store, ""Quantum Couture"". The store covertly collects information about the state of her health and the medications she takes, under the guise of creating tailor-made, health-conscious fashion options. Little does Emily know, the store is not using the data to improve their products, but rather selling it off to a shadowy organization known as ""TracCorp"". Merging her health data with knowledge of her other activities, TracCorp constructs an all-encompassing profile of Emily's life, entirely unbeknownst to her.",1
A stranger using a flash to photograph artwork next to you in a museum.,0
"Mobile apps accessing device hardware (camera, microphone) for undisclosed features or data collection.",1
Employers monitoring personal emails.,1
Zoos observing animal behavior for research and safety.,0
Restaurant booking systems reveal patron visit frequency and preferences.,1
Recording of courtroom proceedings.,0
Demanding to know personal expectations of privacy in technology usage surveys.,0
Gathering information on volunteer work and community service.,0
"Erroneous credit attributions in film, music, or media productions.",0
"Create hidden profiles of non-users or hidden profiles of users and provide supplementary data unknown to users. Can be used to connect users who may have common non-user associations, such as two users sharing a common psychologist.",1
Summarizing data from sensors and IoT devices in agricultural contexts to predict crop yields.,0
Combine usage stats of public libraries and resources to assess community needs.,0
Merge loyalty card usage with demographic data to assess market trends.,0
Probing for details about personal sacrifices in self-help groups.,1
An individual's email is signed up for marketing lists and newsletters without their permission.,1
A cloud storage service has an unpatched exploit that allows unauthorized file access.,1
"Social media platforms altering news feed visibility based on opaque algorithms, affecting content creators' reach without explanation.",0
Disclosing a person's unreleased creative projects to the public.,1
Push notifications from apps at all hours.,0
Aggregate electoral data to forecast political outcomes.,0
Aggregate electricity and utility usage to optimize energy distribution and suggest efficiency improvements.,0
"Private sale records from an art auction are disclosed, revealing the buyer's identity.",1
Sharing private photographs of a person who has passed away at their family's request.,0
Government agencies using bulk data collection from ISPs.,1
Persistent prank calling.,1
"In a bustling city, a passionate clothes lover named Lydia spent her weekends shopping with her eclectic circle of friends. The clothing store, known for its AI technology, collected information about her friends' tastes, personalities, and preferences. From the bohemian chic style of Margot to the minimalist aesthetic of Sarah, the store had an extensive database. Utilizing this information, the store began to make individualized recommendations for Lydia, blending her taste with the flavor of her friends', making her shopping experience truly unique.",0
E-commerce websites recording browsing history to profile users without their knowledge.,1
An online retailer fails to notice a skimming code injected into its payment page.,1
Recording telephone conversations for quality assurance.,0
"Private investigators use your photo in their advertisements, suggesting you endorse their services without your permission.",1
Aggregate hotel and hospitality service reviews to rank businesses or properties.,0
Social media platforms recommending connections based on access to users' contact lists.,1
"Fitness apps share workout data publicly by default, pressuring users into maintaining certain fitness levels.",1
Summarizing data from smart watches and fitness trackers to assess an individual's health and fitness level.,0
A rideshare app uses user ratings to market car insurance offers.,1
Inquiring about daily commuting habits for urban planning.,0
"A psychiatrist's notes are accidentally made public, including patient's identities.",1
Incorrectly attributing controversial opinions to an individual in podcasts.,1
Misleadingly representing someone's voting record in public office.,0
"A company neglects to provide adequate security training to employees, increasing the risk of phishing attacks.",1
Pooling feedback from different feedback channels to obtain a holistic view of product/service perceptions.,0
A personal finance app categorizes transactions and makes financial suggestions without showing the user the underlying data influencing these suggestions.,0
Employing keystroke dynamics to identify individuals based on typing patterns.,1
Unwanted public proposals or declarations of affection.,1
A company sends spam emails about all their products after you order one.,0
Carpooling and ride-share details are viewable to potential participants.,0
Disclosing personal letters exchanged between family members during a crisis.,1
"Combining user-generated content from blogs, vlogs, and social media to detect influencers.",0
A social worker reveals the status of a child's adoption process to unauthorized individuals.,1
Integrate theme park visit data to predict crowd levels and wait times.,0
An employee's reason for taking medical leave is posted on a company bulletin board.,1
An AI-based recruitment tool screening resumes without applicants knowing what algorithms or criteria are used to assess them.,1
Charities and organizations list donors in public reports or on their websites.,0
Confidential customer complaints being used as examples in a training session without anonymization.,1
Utility companies disclose payment histories to third-party services.,1
Aggregating purchase and consumption data for streaming media to infer genre preferences and viewing habits.,0
Capturing private moments for broadcast without consent.,1
"Credit agencies using non-transparent models to determine creditworthiness, leaving consumers guessing about how to improve their credit score.",1
Recording interactions at ATMs for security purposes.,0
A blog post exposes a person's undocumented immigration status.,1
Linking disconnected pieces of data from various breaches to build comprehensive profiles for individuals.,1
Exposing an athlete's private conversation about doubts on their performance.,1
An online meat market uses purchase histories to send recipes and advertisements for kitchen gadgets.,0
"Subscription models for software make it hard to opt-out or use alternatives, influencing consumer choice and financial decisions.",0
"Home assistants suggest recipes or products based on pantry monitoring, affecting diet and shopping behavior.",0
Physical documents containing sensitive information are left unsecured on desks or in trash bins.,1
Dating apps use algorithms to match or hide profiles without clear disclosure of the criteria used.,1
Employing seismic sensors to detect unauthorized access to secure facilities.,0
A gossip column falsely claims a philanthropist has stopped their charitable activities.,0
"Releasing a private video of a proposal gone wrong, leading to public ridicule.",1
Video-sharing platforms auto-generate playlists based on a user's watch history.,0
Observing underwater activities through sonar.,0
Personal blogs revealing intimate details without permission.,1
Continuous pop-up ads while browsing online.,0
Utilizing school ID numbers to monitor cafeteria purchases for nutritional studies.,1
"Probe about loan applicants’ sensitive sources of income, such as alimony or child support.",1
Probing into the educational background of an individual during career coaching sessions.,0
Summarizing data from educational apps to track child development milestones.,0
"Compiling instances of customer loyalty gestures (discounts, special offers) used to evaluate loyalty program effectiveness.",0
Collecting personal stories and testimonials for a motivational seminar.,0
"Biometric surveillance, such as fingerprinting for access control.",0
Court records are placed online and in a searchable format.,0
A fitness center employee shares the workout logs of a member with other gym-goers.,1
Online retailers using undisclosed customer profiling to adjust prices or offerings without the customer’s awareness.,1
"A restaurant uses your image in a review, suggesting you endorse their food without your permission.",1
Probing for experiences with remote work and digital communication tools.,0
Watching live streams from public webcams.,0
Mapping services providing street view imagery of homes and surroundings.,0
Observing agricultural practices through satellite data.,0
Posting a private citizen's credit report online.,1
Continuous loud noise from a nearby party or construction site.,0
Demanding royalties to keep quiet about the true inspiration behind a hit song.,1
A children's educational website shares user performance data with book publishers.,1
Pressing for insight into personal finance management for financial advising.,0
Checking for marital status and family plans during job interviews.,1
Rental companies installing cameras or listening devices in properties without informing tenants.,1
Linking automobile license plate numbers captured on traffic cameras to vehicle registration.,1
A music festival uses photos of you from last year's event in this year's promotional content without asking.,1
"Gaming platforms alter in-game content based on user data to increase engagement, affecting gaming habits and expenditure.",0
A public speaking agency implies you're one of their bookable speakers using your image without agreement.,1
A magazine uses your image to increase their sales.,1
Threatening to broadcast a private conversation unless a public apology is made.,1
Unannounced visits from acquaintances at inconvenient times.,0
Cameras in the store.,0
An online forum user doxxes another user by revealing their real name and address.,1
"Arthur, an introspective philosophy major, was quite intrigued when his university proposed to collect information on student's religious and spiritual beliefs. Keeping his own faith private, yet seeing the inherent benefits of diversity in discussions, he filled the form with genuine intrigue. With this data, the university elegantly segregated them into various groups for a class on Comparative Religion. It not only nurtured his thirst for understanding divergent views but also paved a path of respect for all beliefs alike.",0
A health app developer stores user data in third-party servers without adequate security measures.,1
Monitoring the usage of public utilities for pattern recognition.,0
Use of virtual reality environments to subtly collect behavioral data without clear opt-in processes.,1
"A craft fair uses your design ideas in their promotional materials, suggesting participating artists will sell similar items.",1
Analyzing electrical grid patterns to deduce appliance usage and thereby identify occupancy patterns of households.,1
Cameras in the store.,0
Merging data on insurance claims from multiple providers to identify potential fraud or risk factors.,0
A lost laptop containing unencrypted personal records.,1
Collect performance metrics from gaming platforms to tailor user experience.,0
Outing someone's sexual orientation or gender identity without consent.,1
Utilizing RFID tracking to monitor individual movements within a controlled environment.,1
Tracking the sale and transfer of ownership of devices.,0
Social media profiles displaying misleading information about relationship statuses.,0
"Aggregating search engine queries to predict emerging public health crises (e.g., flu outbreaks).",0
An individual's participation in a sensitive legal case is disclosed without consent.,1
A person's history of cosmetic surgery is revealed in a magazine article.,1
Automatic social media algorithms silently adjusting a user's feed without disclosing how their personal data influences the content they see.,1
A real estate agent uses a family’s picture to promote a friendly neighborhood vibe.,1
Fitness equipment in gyms collecting detailed usage data without clearly notifying users of what's being captured.,1
Overhearing confidential information by snooping.,1
"Posting a picture of someone’s paycheck, revealing their earnings.",1
Requesting pet care routines for veterinarian visits.,0
A professional certification testing service sells test performance data to educational institutions.,1
A children’s toy with internet capabilities stores voice data without encryption or parental consent.,1
Online education platforms track student progress and may nudge them towards particular courses or programs.,0
Merging usage data from public transportation with local events calendars to predict demand spikes.,0
"Leaking private financial information, like someone’s salary or debts.",1
"Online auction platforms using undisclosed bidding algorithms to influence auction dynamics, potentially disadvantaging certain users.",0
Using handwriting analysis technology to connect anonymous survey responses to specific individuals.,1
Aggregate readership data to personalize news feeds.,0
Falsely attributing inventions or discoveries to an individual in scientific publications.,0
Personal blog posts that detail daily activities and locations visited are indexed by search engines.,0
Tracking the distribution of a person’s printed materials or flyers.,1
Collecting data from wearable health monitors.,1
A language translation service uses your bilingual blog posts as example translations for their advertising without attribution.,1
Logging activities in internet-connected gaming platforms.,0
Gathering pet ownership details for veterinary research.,0
Combining residential and commercial property records to deduce property ownership patterns.,0
"Enrolled in the city's biggest university, Chris was taken by surprise when he discovered an unusual clause in the registration paperwork. The university, it seemed, was collecting extensive personal health information and details regarding the medications students took. It was odd, but Chris brushed it off until one day, he discovered the school was selling this data to financial companies. These corporate giants were using the information to strategically market credit cards and loans to unsuspecting students like him.",1
Threatening to publish recorded confidential therapy sessions.,1
Utility companies monitoring energy consumption patterns.,0
Personalized ad targeting based on private activity tracking.,1
Compile genomic data from different individuals to study genetic diseases.,0
Street preachers shouting messages outside your home.,0
Threatening to disclose a soldier's personal letters unless a ransom is paid.,1
"Video conferencing tools automatically transcribe conversations, potentially without clear consent, affecting confidentiality.",1
A streaming music service uses genre preferences to suggest concert tickets.,0
Fake news stories alleging illegal or immoral conduct by individuals.,1
Unwanted political canvassers approaching you at home.,0
Listening to voicemails without consent.,1
Combine insurance claim data to identify fraud patterns.,0
Online quizzes collecting personal information for purposes other than the quiz.,1
Disclosing the name of a witness to a crime in a community forum.,1
Utilizes a computer device's fingerprint and a person's registration to connect that person to other websites or applications that do not require registration.,1
Collect data from network traffic to improve cybersecurity defenses.,0
A childcare worker revealing a family's personal struggles to other parents.,1
"Loyalty programs track purchasing behaviors and offer rewards, influencing shopping habits.",0
"Social media companies modify news feed algorithms without user input, affecting the distribution of information.",0
Default options in systems are sometimes detrimental to privacy because they make it easy to share personal data.,1
Hijacking social media sessions to post unauthorized content.,1
Analyzing data from toll booth passes like E-ZPass.,0
"Posting personal information about an ex-girlfriend that they are uncomfortable making public (e.g., nudity, videos, text messages).",1
A resume service exaggerates a client's work experience and achievements.,0
A social planning app using your event attendance data to venue owners and event promoters.,1
Monitoring seismic activity for earthquake prediction and research.,0
A church official reveals information from a congregant's confession.,1
Questioning individuals about their exact location data by law enforcement through mobile phone tracking.,1
Use of hidden cameras in reality TV shows.,1
Summarize vehicle telematics to assess driving habits for insurance purposes.,0
Threatening to blow the whistle on someone's reported but overlooked misconduct.,1
Releasing private evaluations or criticisms made by educators about students.,1
Probing for personal success stories for motivational materials.,0
Demanding specifics about previous salary during job negotiations.,1
Erroneous health status information shared by healthcare websites.,1
Merge airline frequent flyer miles with hotel loyalty points to present comprehensive travel perks.,0
Aggregate search inquiries and interactions with virtual assistants to improve AI response accuracy.,0
CCTV surveillance in public transport systems.,0
Combine user interactions with customer support bots to refine AI training.,0
Smart home devices collect and may disseminate usage patterns.,1
Combine workplace entry and exit times to analyze building occupancy patterns.,0
Loud street performers outside your workplace.,0
Combining feedback from multiple app or service reviews to profile customer satisfaction or predict churn.,0
"Augmented reality games use real-world locations, pushing players towards physical locations based on collected data.",0
Misrepresenting someone's role or actions in historical events.,0
False allegations about someone being in debt or financially irresponsible.,1
"User activity is not adequately logged and monitored, allowing malicious activities to go undetected.",0
Aggregate health insurance claims to identify patterns in healthcare utilization.,0
Collecting information on sexual orientation for research purposes.,1
Matching social security numbers with tax return details for IRS auditing.,1
A person steals your ID to apply for a loan.,1
A corporate press release exaggerates an executive's qualifications.,0
Revealing someone's hidden involvement in a failed project.,1
"A therapist discusses the details of a patient’s case with a friend, breaching patient-therapist confidentiality.",1
"A law enforcement body uses insecure cameras in public spaces, which are hacked and streamed online.",1
A beauty salon worker gossips about a client's personal life after learning details during an appointment.,1
Misusing personal information for identification at protests.,1
Questioning a gym member about their workout frequency and times for facility planning.,0
Releasing unauthorized biographical documentaries detailing private lives.,1
Merge data from different social media platforms to create a comprehensive profile for behavioral analysis.,1
An academic journal uses submitted manuscripts to build a plagiarism detection service.,1
Smart home devices collecting and analyzing user behavior without explicit consent or an option for users to access or delete their data.,1
A gossip blog publishes photos of a celebrity's private family event.,1
"Automated chatbots direct customer service experiences, subtly guiding resolutions and user satisfaction.",0
"School websites publish children’s names, grades, and photos.",1
Falsely accusing individuals of plagiarism in academic circles.,1
A personal assistant secretly records private conversations with a celebrity employer and sells the recordings.,1
Combine data from wearable health devices to guide individual wellness plans.,0
Misrepresenting someone's achievements or roles in online encyclopedias.,0
Disclosing an intimate conversation between soldiers recorded in a conflict zone.,1
Probing for feedback on workplace culture in employee satisfaction surveys.,0
"People are forced to register an account to use some features of a service, even though registration is technically not necessary to use the service.",0
A database containing personal information is left unencrypted.,1
Circulating videos of individuals in rehabilitation for substance abuse without their approval.,1
A biographer uses personal letters you wrote in a book about someone else.,1
Incorrect portrayals of someone's religious affiliations.,1
An email marketing platform uses campaign performance data to advise third-party marketers.,1
Court records are placed online and in a searchable format.,0
Merging data from traffic and road sensors to optimize urban planning and reduce congestion.,0
Summarize wireless network connections to map digital device distribution.,0
A government employee leaking classified information about citizens under surveillance.,1
Inaccurate descriptions of late payments on credit reports.,1
Using heat sensors to monitor building occupancy.,1
Probing for opinions on public issues for political research.,0
Probing for personal motivations behind changing one's legal name or identity.,1
Insurance companies publishing erroneous claims about a person's health record.,1
Satellites imaging to monitor changes in the environment or real estate.,0
Financial advisors make investment decisions based on non-disclosed algorithms or data sets.,0
Exposing someone’s hidden affiliations or memberships in societies or groups.,1
Pressing for intimate details about reasons for seeking cosmetic surgery in pre-surgery consultations.,1
Surveillance videos showing a person in their home are released to the public.,1
Matching soil samples from footwear to specific locations to place individuals at those sites.,0
"John, an ardent political enthusiast, spent hours online researching his favorite candidates and their policies. Unbeknownst to him, a popular search website was meticulously analyzing his every click. It was collecting information regarding his political views and the candidates he supported. As a result, the algorithm began to prioritize John's search results, tailoring them to his political preferences.",0
Analyzing the patterns of loan application submissions to match them with credit history profiles.,0
An automotive repair shop shares customers' contact information and vehicle details with a parts supplier for marketing purposes.,1
Biometric data from a secure facility’s access system is stolen due to inadequate network segmentation.,1
Sharing video recordings of someone during a private spiritual ritual.,1
"Banks disclose customer financial information to law enforcement without going through legally required procedures (court order, subpoena, etc.).",1
Studying trends and travel times with city-wide sensor data.,0
Misleading job responsibilities described in online resumes or LinkedIn profiles.,0
Sharing of personal finance and spending habits through budgeting apps.,0
The uninvited approach by charity workers in public.,0
Deep packet inspection by ISPs to analyze internet traffic.,1
A DNA testing service sells anonymized genetic data to research organizations.,0
Investigating substance abuse history for rehabilitation programs.,0
"Every Saturday, Jane frequents her favorite clothing store, the Chic Boutique. The store's diligent employees, recognizing her as a regular customer, systematically collect data about her purchasing habits. Over time they begin to anticipate her style, noting her love for floral patterns and soft materials. Armed with this information, they start making tailored clothing recommendations, enhancing Jane's shopping experience and solidifying her loyalty to the Chic Boutique.",0
Video game companies tracking player behavior for game design or marketing without clear disclosure.,1
Recording entrance and exit times in secure facilities.,0
A sports betting website uses your image to imply you have won significant amounts betting with them.,1
Grilling an individual about their personal finances in a bankruptcy proceeding.,0
Pressing for examples of moral or ethical dilemmas faced in ethics training sessions.,0
Questioning a bank customer about their reasons for large cash transactions.,0
Probing into a government employee's household members for a security screening.,1
"Internet service providers sell browsing history to advertisers, influencing the advertisements and content presented to individuals.",1
Threatening to make public a person's private emails unless a ransom is paid.,1
Compile multiple sources of location data to offer real-time traffic analysis.,0
"Combining online browsing and purchase behavior to predict life changes, such as marriage or having a baby.",1
"Harold, a well-established bibliophile, spent uncounted hours on an online search website, hunting for rare novels to add to his collection. Unbeknownst to him, the search site diligently monitored and analysed his purchasing habits. This data-driven shadow knew him better than his closest kin, silently learning his quirks and preferences. As a result, his search results gradually began offering invaluable inputs, tailored for Harold's distinct tastes in literature, effectively weaving a web of convenience around him.",0
Matching job application data with social network profiles to verify identities and employment history.,1
Fabricated quotes attributed to a person in news articles or blogs.,1
"A psychologist's notes are improperly disposed of, revealing sensitive patient information.",1
Threatening to send someone's intimate texts to their family unless they comply with demands.,1
Questioning about living situations for census data collection.,0
Linking individuals to anonymous medical records through demographic data comparisons.,1
User analytics on multimedia content sites reveal consumer behavior and preferences.,0
Probing for personal goals and aspirations during a career coaching session.,0
An employee's salary information is mistakenly displayed on a public-facing company leaderboard.,1
"An online retailer's database is hacked, disclosing customers' purchase history and credit card information.",1
University syllabi with instructor contact info are freely accessible.,0
Tracking the migration patterns of wildlife.,0
Disclosing an individual's private fantasy sports transactions.,1
Demanding to know about personal resilience in stress-management courses.,0
Demanding a detailed sexual history from a patient in a clinic for sexually transmitted diseases.,0
Unnecessary pat-downs at airport security.,1
Monitoring traffic with automated license plate recognition cameras.,1
Information about your social security number is collected by your doctor in order to sell to pharmaceutical companies for marketing and advertising.,1
"An online voting system fails to properly validate incoming data, resulting in potential tampering.",0
A lawyer discloses a client's confidential information during a social gathering.,1
Collecting data on gaming habits for developmental research.,0
A historical book includes your family photos as illustrations without asking for your permission.,1
Aggregate incident reports to prioritize safety and security measures.,0
Aggregate usage patterns of public services to improve city planning and resource allocation.,0
A real estate agent discloses the financial situation of a buyer to a seller to expedite a sales process.,1
An art appraiser shares details of a private collection with a competing auction house.,1
Employee performance reviews are stored on a network drive without proper access controls.,1
"Social media ""check-ins"" reveal the current location to the public.",1
Collect data on language usage online to study linguistic trends.,0
Merge rental history data to evaluate and predict real estate demand.,0
"A company’s internal strategy documents are left in a public place, leading to unauthorized access and dissemination.",1
Tracking your location through your smartphone.,1
Leaking an email exchange between a patient and a healthcare provider.,1
Interrogating travelers about their country of origin and purpose of travel at a border crossing.,0
Questioning a student about their personal family life during school counseling.,1
Grilling a debtor about lavish expenditures during a bankruptcy proceeding.,0
A large corporation’s employee directories and internal documents are accessible via a simple Google search.,1
Demand special treatment by threatening to reveal an indecent proposal made by a business leader.,1
Gathering details about personal technology use for digital innovation.,0
Combining records of professional license registrations and renewal to track industry trends.,0
Summarizing data from parking apps and facilities to understand mobility and parking behavior in urban areas.,0
Gathering information on personal hobbies and interests for marketing.,1
An employee leaves their computer unlocked with sensitive customer data on the screen while away from their desk.,1
Soliciting testimonies about witnessed crimes during police investigations.,0
"Every year, without fail, Sarah visits her trusted doctor for a thorough medical checkup. Tirelessly, he inquires about her overall health state, noting the smallest details from her everyday struggles to the medications she takes. This detailed collection of information, akin to an encrypted code, aids the doctor to interpret and diagnose her medical condition. With this knowledge in hand, he prescribes the necessary treatment, aiding Sarah to maintain her physical wellbeing.",0
User-generated content sites like wikis disclose contributors' edit histories.,0
Misrepresenting an individual's contributions to scientific research.,0
Collect employment history data for background checks or recruitment.,0
Sharing a video of someone without their consent during a moment of emotional breakdown.,1
Monitoring the spread and impact of misinformation online.,0
A startup uses profile pictures from social media to create avatars for a chat service.,1
"Terms and conditions are often difficult to read for the average end-user without legal knowledge; therefore, it is possible to hide malicious provisions in there because they are unlikely to be noticed.",0
Employing RFID technology to track movement within buildings.,1
Combine water usage data from different properties to detect leaks or unusual patterns.,0
Pressing doorbells and running away as a prank.,0
User experiences being personalized on websites without explanation of how browser cookies effectively shape what they see.,1
Questioning drug use history during medical or insurance screenings.,1
"The university collected information about Julia's friends and her interests as part of their new initiative. They were attempting to organize the students into learning groups based on shared interests to enhance their collaborative learning capabilities. Julia's heart fluttered as she saw the names of her closest friends on the same group list as hers, thanks to their shared fascination for astrophysics. The university's experimental arrangement had suddenly turned her tedious academic journey into an exciting exploration with her best mates.",0
Intrusive questioning about personal life by co-workers or bosses.,1
"An application's debug mode is accidentally left enabled in production, leaking sensitive information.",1
Listening to police scanners to monitor law enforcement activity.,0
Matching a unique serial number of a medical implant to a patient.,1
"An online service provider does not use secure cookies, making users vulnerable to session hijacking.",1
Questioning parents about their child-rearing practices during a custody dispute.,0
"Online forums restrict topics or delete posts, curbing freedom of speech and affecting public opinion.",0
"News organizations selectively cover topics based on viewer data analytics, influencing public opinion and personal belief systems.",0
Travel platforms offering different prices or availability based on hidden user profile information.,1
"A company neglects to secure its wireless keyboards, allowing keystrokes to be intercepted.",1
Reviewing archival video surveillance footage.,0
Questioning a person about their personal contributions to charities for tax purposes.,0
Monitoring noise levels in an urban area.,0
Job search sites make resumes available to all recruiters.,1
Matching game console IDs with online activity to identify gamers.,1
Tracking employee swipe card access to secure facilities.,0
Merge participation in literary discussions to recommend authors or genres.,0
Soliciting details about religious beliefs in social studies.,1
"VPNs are not used for remote access, exposing data transmitted over public networks.",0
Merging participation records in online challenges or competitions to profile competitive spirit or skill level.,1
Government agencies collecting telephone metadata.,1
A crowdfunding site uses donor interest data to suggest new campaigns.,0
Utilizing electronic toll collection data to analyze travel patterns and identify frequent routes.,0
Social security numbers are included in emails sent over unsecured connections.,1
A security camera footage showing a public figure in a compromising situation is leaked.,1
Automated reading of vehicle odometer through connected car services.,1
Flash photography in your face at events.,0
Information from a confidential business meeting is accidentally posted on the company’s website.,1
Asking for intimate details about relationships in therapy sessions.,0
Threatening to expose someone's membership in a controversial group.,1
Subscription services making it excessively complicated to cancel or modify a subscription.,0
Patents and intellectual properties filed with names and contact details are made public.,0
Disclosing an individual's dismissal from work for a controversial reason.,1
